vote_event_id	is_eu
35022	1
35093	1
35104	1
35108	1
35110	1
35113	1
35116	1
35119	1
35126	1
35200	1
35211	1
35291	1
35295	1
35304	1
35321	1
35330	1
35342	1
35377	1
35378	1
35446	1
35479	1
35588	1
35609	1
35677	1
35680	1
35682	1
35730	1
35731	1
35763	1
35765	1
35768	1
35849	1
35850	1
35856	1
35994	1
36095	1
36101	1
36106	1
36107	1
36110	1
36185	1
36209	1
36224	1
36236	1
36351	1
36387	1
36469	1
36490	1
36492	1
36506	1
36514	1
36518	1
36522	1
36523	1
36608	1
36610	1
36612	1
36614	1
36633	1
36954	1
37018	1
37047	1
37065	1
37145	1
37165	1
37167	1
37173	1
37178	1
37241	1
37262	1
37353	1
37361	1
37443	1
37467	1
37513	1
37828	1
37833	1
37885	1
37985	1
38010	1
38011	1
38253	1
38438	1
38455	1
38456	1
38458	1
38530	1
38632	1
38793	1
38804	1
38865	1
38868	1
38892	1
39305	1
39315	1
39332	1
39335	1
39407	1
39773	1
39876	1
39878	1
39894	1
39899	1
39901	1
39953	1
39990	1
39993	1
40095	1
40097	1
40103	1
40130	1
40135	1
40141	1
40162	1
40239	1
40243	1
40329	1
40416	1
40559	1
40692	1
40772	1
40794	1
41209	1
41241	1
41258	1
41280	1
41286	1
41290	1
41292	1
41428	1
41752	1
41826	1
41853	1
41923	1
41929	1
42144	1
42249	1
42253	1
42256	1
42258	1
42273	1
42281	1
42283	1
42395	1
42398	1
42402	1
42408	1
42409	1
42413	1
42414	1
42416	1
42491	1
42498	1
42643	1
42658	1
42669	1
42701	1
42739	1
42818	1
42829	1
42843	1
42863	1
43093	1
43106	1
43107	1
43117	1
43120	1
43121	1
43122	1
43165	1
43169	1
43175	1
43185	1
43190	1
43193	1
43221	1
43271	1
43272	1
43378	1
43483	1
43489	1
43547	1
43571	1
43589	1
43591	1
43599	1
43601	1
43602	1
43603	1
43605	1
43606	1
43617	1
43631	1
43640	1
44138	1
44906	1
44962	1
45002	1
45151	1
45204	1
45247	1
45249	1
45251	1
45253	1
45268	1
45271	1
45504	1
45673	1
45733	1
45834	1
45836	1
45839	1
45851	1
45852	1
46063	1
46088	1
46106	1
46126	1
46180	1
46422	1
46430	1
46436	1
46448	1
46450	1
46460	1
46469	1
46472	1
46474	1
46492	1
46538	1
46620	1
46641	1
46643	1
46646	1
46648	1
46651	1
46658	1
46718	1
46738	1
46777	1
46879	1
46892	1
46923	1
46964	1
47126	1
47128	1
47145	1
47282	1
47290	1
47297	1
47300	1
47303	1
47322	1
47514	1
47649	1
47662	1
47665	1
47668	1
47675	1
47678	1
47841	1
48116	1
48120	1
48140	1
48173	1
48180	1
48223	1
48235	1
48520	1
48528	1
48559	1
48903	1
48906	1
48976	1
48991	1
49006	1
49020	1
49058	1
49066	1
49271	1
49274	1
49360	1
49362	1
49494	1
49568	1
49663	1
49673	1
49676	1
49702	1
49725	1
49739	1
49978	1
50057	1
50059	1
50070	1
50076	1
50127	1
50154	1
50201	1
50202	1
50217	1
50271	1
